Key,Polish
Dialogue.Cecil_25_ThatsWhatShe,Ty to powie-*urywa się*
Dialogue.Cecil_26_AccordingToOurScans,"Według naszych skanów, jest duży spadek za rampą."
Dialogue.Cecil_27_YesItsTheOnlyEntrance,"Tak, to jedyne wejście. I jest wypełnione laserami."
Dialogue.Cecil_28_ASecretSovietLaboratory,"Aaa... tajne laboratorium sowietów! Wiedziałem! To tu musi być Eierkopf. OK, nowe rozkazy Audrey - znajdź Eierkopfa. Potrzebujemy go żywego. Zmniejsz go i znajdź coś w co mogłabys go schować."
Dialogue.Cecil_29_WeirdGoggles,Dziwne gogle. Ubranie laboratoryjne. Widziałaś go w pociągu.
Dialogue.Cecil_30_IFoundAWay,"Wspaniale! Znalazłem sposób, by go do nas sprowadzić. Ale wymaga ono wycieczki w głąb placówki. Jeżeli mam rację, powinienaś zjechać windą dokładnie 10 pięter."
Dialogue.Cecil_31_PeskyMailMissiles,"Myślę, że są to tajne archiwa sowietów! Musi to być miejsce, skąd wysyłają te paskudne pociski z listami. Będziesz musiała wpakować Eierkopfa w jednego z nich."
Dialogue.Cecil_32_ReprogrammedTargetingChip,"Niestety, pociski z listami muszą mieć przeprogramowany chip sterujący albo wyślesz Eierkopfa bezpośrednio w ręce wrogów."
Dialogue.Cecil_33_GreatYouFoundIt,"Wspaniale, znalazłaś go. Przeprogramuj go. Potrzebujesz jakiegoś terminalu."
Dialogue.Cecil_34_AudreyYouBloodyIdiot,Audrey cholerna idiotko. Czemu do diabła wysłałabyś Eierkopfa na Kubę. Wróci bezpośrednio w ręce komunistów.
Dialogue.Cecil_35_GetOutOfTheArchives,Aarrrghhh. Po- po prostu wynieś się z archiwów.
Dialogue.Cecil_36_CommandWillIntercept,"Dowództwo przechwyci pocisk nad Londynem. Dobra robota, Audrey."
Dialogue.Cecil_37_WashingtonDCEh,"Waszyngton, tak? Dowództwo będzie współpracować z tamtejszą gałęzią, by wycisnąć informacje z Eierkopfa. Dobra robota."
Dialogue.Cecil_38_SeeingAHugeEnergySpike,"Audrey, widzę duży skok energetyczny na naszych monitorach. Cokolwiek się wydarzyło, winda pewnie jest zablokowana."
Dialogue.Cecil_38_SeeingAHugeEnergySpike_Cut,"Audrey, widzę duży skok energetyczny na naszych monitorach."
Dialogue.Cecil_39_WellDoneAudrey,"Dobra robota, Audrey!"
Dialogue.Cecil_40_NowGetOutOfThere,A teraz wynoś się stamtąd.
Dialogue.Cecil_41_AnyWeakSpots,Jakieś słabe punkty?
Dialogue.Cecil_42_HelpHimGetHimselfOffHisFeet,Doskonale. Pomóż mu się przewrócić. I nie daj się zauważyć.
Dialogue.Cecil_43_TryFindingAManualOverride,Postaraj znaleźć ręczne napisanie dla drzwi.
Dialogue.Cecil_44_CanYouGetCloser,Możesz podejść bliżej?
Dialogue.Cecil_45_AnotherElevator,"Nie potrzeba. myślę, że mam dla Ciebie w pobliżu wejście. Kolejna winda po drugiej stronie mostu."
Dialogue.Cecil_46_MaybeWhereGeneral,Może tam gdzie pracuje generał Balscuchkovits?
Dialogue.Cecil_47_JustBrowseAround,"Rozejrzyj się. Na pewno znajdziesz coś użytecznego."
Dialogue.Cecil_48_DestroyIt,"Zniszcz go. Nie możemy pozwolić sobie, by więcej tego typu dziwaków biegało po świecie."
Dialogue.Cecil_49_NeedToDisarmThatNuke,Dobra. Musimy rozbroić tą głowicę.
Dialogue.Cecil_50_YoureGoingToEscape,"Ze wszystkich możliwych rzeczy, czy planujesz uciec w sterowanym radiowo samochodziku?"
Dialogue.Cecil_50_YoureGoingToEscape_t2,"Ze wszystkich możliwych rzeczy, czy planujesz uciec w sterowanym radiowo samochodziku?"
Dialogue.Cecil_51_What,Co.
Dialogue.Cecil_52_HurryAudrey,"Pospiesz się, Audrey! Musisz dostać się na czas do rakiety!"
Dialogue.Cecil_53_UseYourBloodyShrinkRay,Użyj cholernego promienia zmniejszającego!
Dialogue.Cecil_54_AboutToLaunch,"Pospiesz się! Zaraz wystartuje!"
Dialogue.Cecil_55_MissedTheGiganticNuke,"Uhh, Audrey. Uciekła Ci ogromna rakieta."
Dialogue.Cecil_56_YouDoKnow,"Wiesz co? Dam Ci za to ""Koniec Gry"""
Dialogue.Cecil_57_WhyYes,Ależ oczywiście. Proszę bardzo.
Dialogue.Cecil_58_AlreadyInTheAir,"Cokolwiek robisz, rakieta jest już w powietrzu, więc musisz ją rozbroić. Musisz zapobiec połączeniu z satelitą i skierowaniu ją na cel."
Dialogue.Cecil_58_CongratulationsAudrey,Gratulacje Audrey! Uratowałaś świat przed nuklearną wojną! Wstawię się za Tobą za to o medal.
Dialogue.Cecil_59_HurryAudrey,"Pospiesz się, Audrey. Nie pozostało Ci dużo czasu, zanim połączy się z satelitą!"
Dialogue.Cecil_60_YoureStartingToBreakUp,"Zaczyna Cię przerywać, Audrey. Nie mogę-"
Dialogue.Cecil_61_RightAwayAudrey,"Natychmiast Audrey."
Dialogue.Cecil_62_ManagedToHackSputnik,"Audrey, z jakiegoś powodu, udało nam się zhakować Sputnika i skierować go na kurs kolizyjny z Twoją rakietą. Dostaniesz jeden z tych ostatnich punktów zapisu, nie pojawiających się na ekranie."
Dialogue.Cecil_63_BetterHoldOnToSomething,"Lepiej się czegoś chwyć. To nie będzie przyjemne."
